{7570359,1967452,7214311,1527190,1096297,9110917,1312367,9378373,3015224,4062819,6891190,9717490,8669709,8086854,2198231,4180427,3224528,562239,6374555,3745556,6031840,9050271,8704848,6896378,5959351,5733801,1696792,3015889,9236958,5586382,3729836,8249283,5449604,4215727,3741951,2565788,9188868,6226505,9963931,3557026,4573066,8160404,7064352,4628474,7355406,3596776,1234303,2672207,4661996,1835059,719505,3053263,5536297,5730573,98483,7798616,6413854,8718182,208932,6246859,4410900,5833688,2040466,6098365,7882728,8630727,2140439,6799829,8092439,9291328,9120542,6503719,8028000,4941171,5705404,8462324,4415253,9205996,8430433,2647717,6796829,4383484,7574649,3633097,3181652,4255321,3205285,6327612,5217012,4527080},
{9314443,7025897,7094924,5158890,6944088,8415227,1476781,6437807,8924224,3677291,2605060,8543160,3390070,6628265,1468101,2569040,597575,1959980,393767,9493502,7722657,2076639,4770032,2421935,9308032,4765665,7725324,6582433,6812527,8997902,9548720,1013917,9321292,4521546,7389841,5663119,8891342,4595811,2350570,7694456,8235360,204479,465491,1217191,5487723,8396116,1265177,5347190,650229,7016899,2626277,6545946,981008,3033614,3434562,2517470,8068624,1888536,6221888,6593998,7624386,884548,385296,3504383,4129402,467996,2856218,9694433,6388940,3458397,7160050,3956307,6775141,3768288,3691096,7024538,6480187,2963133,3725155,2009074,1455509,5130326,7201810,1061166,8878657,7958005,9630718,7505804,1967956,668500},
{6610969,6824791,1756090,7507902,5399873,4337451,8037295,8862359,1727267,2201326,8118798,753371,6623713,3443155,1235743,7458474,2415731,6130764,8529766,1310350,9238473,6509438,3344975,8346552,3425987,5951698,4261055,8413663,6961533,2907316,3761760,3573842,2805127,7690791,8728059,9218369,4362792,4906389,5048730,8161924,8621738,5586254,7557185,9172994,1547979,8704974,8231867,7889916,1227638,9634392,138527,9878737,8930470,1315332,1946248,2708184,783907,2448292,8015073,6348696,3068164,5843075,2031614,8946602,2277756,9217696,7960038,8081177,7041989,199785,679346,5981431,2756805,7059141,93861,861159,1352590,6787928,6732379,5524880,8007330,2545422,3892434,8703969,3811779,3197129,1239644,4201410,8403043,8703428},
{7438142,7855229,9405283,6450849,4866581,2574841,6150965,5269435,7765248,7261139,3603388,5842550,6263302,6290332,8660962,8490903,2651213,2423166,5095996,1900392,2991948,7495289,5265489,9263845,6705494,2051191,6428712,1519538,9114823,7203262,7016131,894832,7107394,9429174,3516468,1801122,6044848,1764908,1783478,276689,6844517,2907421,7511290,7636946,5759916,9110060,9386909,8766954,5803403,2435483,5000749,578965,7982688,2924986,3980850,1558159,2563896,1549780,5013658,9032623,5427423,5428889,3424060,6828992,2248804,6729996,3809590,2313110,3715368,1913707,7858515,8465404,8280427,8538307,928767,3603593,5060307,2711290,2224445,8640733,8395505,1455509,2478891,9354484,7325801,752000,9938095,9043887,7770151,1828117},
{135468,5162815,2555704,5378811,7458763,2044671,4606330,5840476,6832210,670777,1579500,5580958,1971693,5585307,6031454,1925963,2618049,8522488,3794037,8311208,6913361,8087209,4662644,4531348,6657345,4918043,3723215,50812,2565743,2162087,8687230,8648348,3849848,1803930,8457189,2286197,1446107,8416426,811050,7026475,7046965,3238851,2572649,4061469,718907,3138419,3926104,4481206,8340915,974019,9635747,7270778,6356324,6156405,3849139,6211564,5403311,6787007,1889224,2854619,6274041,7657875,1982713,9541149,1349749,1608186,2225301,8564120,2168786,5258123,3250309,996705,9106959,3978836,5045911,1457395,2284226,5107577,7157060,3138266,3759085,2879984,5111805,792004,9831775,3326907,2327644,8054956,8849646,2471027},
{5982130,9477603,4292855,6558935,7372921,6940496,5115757,8777213,2146008,4752831,5329207,2926449,3436856,7662492,2631156,865035,1447706,1250509,1527785,7184943,6275318,4739554,9834611,1544604,6906939,2115197,8706813,6359384,8218288,8640317,5420266,5138056,9535885,6337193,5009557,4654038,2867058,3818426,1566487,2353074,6254461,2967019,2512386,8924433,7877983,7397540,9479767,4800557,9505425,5374463,7573670,8500523,3684329,2920425,730265,4195536,7670882,1216240,4650091,5650103,8507812,6076205,355529,3780367,7891730,6276333,806922,5471553,2511358,1819807,208969,2009279,5391634,2843079,648836,6504958,6444668,4797698,3529645,1033339,5907068,5787059,3897813,5850681,2634140,7493949,4209934,5024897,325011,2003857},
{344704,5084442,8668717,3010703,6737627,5880565,3129834,1385747,9401012,5757968,6633218,1897098,5289040,6341800,8760968,9986378,3977455,5774277,3240718,4940727,2949672,3072159,2482886,8542510,915882,426657,8715535,6335670,4539005,4730270,4868989,2016874,2701081,4390409,4778399,4141189,9015981,2577603,1500939,8326203,7679072,3456405,4585343,7445122,9941737,3660088,1985009,6918518,8508425,7295531,9971903,2146064,4976151,9102651,4887020,363707,1071170,7043082,3854175,9768377,7884760,2555724,7687406,4621488,8569871,3992156,8138290,6224100,9032624,6332801,3357994,6150783,8037417,8185131,9989883,9935824,2841686,5278086,7662048,6524605,8986090,8192262,1815104,1234588,3188197,903323,3779141,7714486,6422487,5866490},
{2804737,7446866,216766,832833,3356415,3708529,2954843,2363494,2393001,584699,4547599,1095858,5587803,6627143,7219325,4216077,8482580,7053041,7353491,1305249,8422765,8000514,8351859,751929,5787446,1288384,7283127,5261570,8506094,8371891,8732051,6643838,2145057,7742706,7707264,2021684,8950379,890731,9725766,5881409,3149462,8126836,264346,4970870,6542663,7059782,7652926,5953356,7956900,3327269,3182127,8937553,2486864,5300152,9707089,3529426,1615448,1910512,5351851,7889693,3283535,5498443,2053377,5431021,1770272,9629007,9631560,8251900,848509,5199993,4831307,1179579,96060,6842720,1355092,5382345,3472000,5612307,1289093,5911772,1308182,3270425,523331,3248519,1719720,8082726,775978,4950592,5104153,1984770},
{8654262,9840909,5877574,4214402,7819170,3821386,8886956,7065186,3768417,3363650,4041502,5284646,2011919,1889,1621784,1822682,9486245,6741216,2454017,9129700,5939333,5195342,1677773,7010611,6713988,480221,2189015,5160008,868456,9415735,4006279,935462,8894628,6425374,8786415,670036,2429211,674246,4507264,5881728,4300446,7448668,3938185,4106719,1012731,6555944,1935362,7764938,1343779,610862,827328,3460581,4113677,6475810,197171,8426889,5382530,3834306,7221382,443600,343075,5903140,6391350,2487159,7996981,8626191,2921996,3617884,7338254,6343402,2443072,3164954,2214491,3891269,672156,6139205,8296441,7366589,684403,3985357,9658631,8373118,2122606,6279474,4358574,9471158,6232164,5784034,8099317,1763009},
{2959042,1392202,2569900,9072589,1514844,924471,380507,7015432,3791630,8485023,1643912,9405652,800116,9141791,8202029,8909361,5908421,7063325,256202,3629423,5074537,1927230,6732088,6394295,3494216,2409075,5094774,8924130,126974,4867311,8527036,8760167,6416448,9958875,8393398,2868875,3187331,9851806,7734942,8170151,179646,3945333,7174550,5889309,5972137,1564530,8059552,3595464,2150039,5965796,8928519,6064311,4488558,5171027,461177,3691193,5651859,1642515,955227,5080739,8448392,4617231,9071084,8652236,6036923,6038306,3095331,6625317,5643611,3453143,6295954,3588398,5329030,991764,6077173,1002719,9135015,2595596,588964,8457725,4544758,36094,206135,2268906,7605562,1944172,2864059,2097118,5292215,9065628},
